treatment,session,subject,period,board,expect,box,result,boardtype
positive,140306_1259,9,6,yellow,4,39,miss,low
positive,140306_1259,2,7,blue,2,53,miss,low
positive,140306_1259,3,7,blue,4,53,miss,low
positive,140306_1259,4,7,blue,4,53,miss,low
positive,140306_1259,5,7,blue,4,53,miss,low
positive,140306_1259,6,7,blue,1,53,miss,low
positive,140306_1259,7,7,blue,2,53,miss,low
positive,140306_1259,8,7,blue,6,53,miss,low
positive,140306_1259,9,7,blue,3,53,miss,low
positive,140306_1259,2,8,yellow,2,99,miss,low
positive,140306_1259,3,8,yellow,2,99,miss,low
positive,140306_1259,4,8,yellow,4,99,miss,low
positive,140306_1259,5,8,yellow,2,99,miss,low
positive,140306_1259,6,8,yellow,1,99,miss,low
positive,140306_1259,7,8,yellow,2,99,miss,low
positive,140306_1259,8,8,yellow,3,99,miss,low
positive,140306_1259,9,8,yellow,2,99,miss,low
positive,140306_1259,2,9,blue,2,17,miss,low
positive,140306_1259,3,9,blue,1,17,miss,low
positive,140306_1259,4,9,blue,5,17,miss,low
positive,140306_1259,5,9,blue,3,17,miss,low
positive,140306_1259,6,9,blue,1,17,miss,low
positive,140306_1259,7,9,blue,2,17,miss,low
positive,140306_1259,8,9,blue,5,17,miss,low
positive,140306_1259,9,9,blue,2,17,miss,low
positive,140306_1259,2,10,yellow,2,65,miss,low
positive,140306_1259,3,10,yellow,2,65,miss,low
positive,140306_1259,4,10,yellow,5,65,miss,low
positive,140306_1259,5,10,yellow,2,65,miss,low
positive,140306_1259,6,10,yellow,1,65,miss,low
positive,140306_1259,7,10,yellow,4,65,miss,low
positive,140306_1259,8,10,yellow,3,65,miss,low
positive,140306_1259,9,10,yellow,1,65,miss,low
positive,140306_1402,2,1,blue,1,73,miss,high
positive,140306_1402,3,1,blue,6,73,miss,high
positive,140306_1402,4,1,blue,2,73,miss,high
positive,140306_1402,5,1,blue,3,73,miss,high
positive,140306_1402,6,1,blue,3,73,miss,high
positive,140306_1402,7,1,blue,3,73,miss,high
positive,140306_1402,8,1,blue,3,73,miss,high
positive,140306_1402,9,1,blue,4,73,miss,high
positive,140306_1402,2,2,yellow,1,76,hit,high
positive,140306_1402,3,2,yellow,7,76,hit,high
positive,140306_1402,4,2,yellow,2,76,hit,high
positive,140306_1402,5,2,yellow,3,76,hit,high
positive,140306_1402,6,2,yellow,1,76,hit,high
positive,140306_1402,7,2,yellow,3,76,hit,high
positive,140306_1402,8,2,yellow,3,76,hit,high
positive,140306_1402,9,2,yellow,4,76,hit,high
positive,140306_1402,2,3,yellow,3,24,miss,high
positive,140306_1402,3,3,yellow,4,24,miss,high
positive,140306_1402,4,3,yellow,2,24,miss,high
positive,140306_1402,5,3,yellow,4,24,miss,high
positive,140306_1402,6,3,yellow,1,24,miss,high
positive,140306_1402,7,3,yellow,3,24,miss,high
positive,140306_1402,8,3,yellow,8,24,miss,high
positive,140306_1402,9,3,yellow,3,24,miss,high
positive,140306_1402,2,4,blue,2,82,hit,high
positive,140306_1402,3,4,blue,3,82,hit,high
positive,140306_1402,4,4,blue,2,82,hit,high
positive,140306_1402,5,4,blue,4,82,hit,high
positive,140306_1402,6,4,blue,3,82,hit,high
positive,140306_1402,7,4,blue,3,82,hit,high
positive,140306_1402,8,4,blue,10,82,hit,high
positive,140306_1402,9,4,blue,3,82,hit,high
positive,140306_1402,2,5,yellow,3,22,miss,high
positive,140306_1402,3,5,yellow,1,22,miss,high
positive,140306_1402,4,5,yellow,3,22,miss,high
positive,140306_1402,5,5,yellow,4,22,miss,high
positive,140306_1402,6,5,yellow,1,22,miss,high
positive,140306_1402,7,5,yellow,3,22,miss,high
positive,140306_1402,8,5,yellow,1,22,miss,high
positive,140306_1402,9,5,yellow,3,22,miss,high
positive,140306_1402,2,6,yellow,3,96,miss,high
positive,140306_1402,3,6,yellow,10,96,miss,high
positive,140306_1402,4,6,yellow,3,96,miss,high
positive,140306_1402,5,6,yellow,4,96,miss,high
positive,140306_1402,6,6,yellow,1,96,miss,high
positive,140306_1402,7,6,yellow,3,96,miss,high
positive,140306_1402,8,6,yellow,5,96,miss,high
positive,140306_1402,9,6,yellow,3,96,miss,high
positive,140306_1402,2,7,yellow,3,26,hit,high
positive,140306_1402,3,7,yellow,6,26,hit,high
positive,140306_1402,4,7,yellow,3,26,hit,high
positive,140306_1402,5,7,yellow,4,26,hit,high
positive,140306_1402,6,7,yellow,2,26,hit,high
positive,140306_1402,7,7,yellow,3,26,hit,high
positive,140306_1402,8,7,yellow,2,26,hit,high
positive,140306_1402,9,7,yellow,3,26,hit,high
positive,140306_1402,2,8,blue,3,74,hit,high
positive,140306_1402,3,8,blue,1,74,hit,high
positive,140306_1402,4,8,blue,1,74,hit,high
positive,140306_1402,5,8,blue,4,74,hit,high
positive,140306_1402,6,8,blue,5,74,hit,high
positive,140306_1402,7,8,blue,3,74,hit,high
positive,140306_1402,8,8,blue,2,74,hit,high
positive,140306_1402,9,8,blue,4,74,hit,high
positive,140306_1402,2,9,blue,4,31,miss,high
positive,140306_1402,3,9,blue,6,31,miss,high
positive,140306_1402,4,9,blue,1,31,miss,high
positive,140306_1402,5,9,blue,5,31,miss,high
positive,140306_1402,6,9,blue,4,31,miss,high
positive,140306_1402,7,9,blue,3,31,miss,high
positive,140306_1402,8,9,blue,1,31,miss,high
positive,140306_1402,9,9,blue,4,31,miss,high
positive,140306_1402,2,10,blue,3,93,miss,high
positive,140306_1402,3,10,blue,10,93,miss,high
positive,140306_1402,4,10,blue,1,93,miss,high
positive,140306_1402,5,10,blue,5,93,miss,high
positive,140306_1402,6,10,blue,4,93,miss,high
positive,140306_1402,7,10,blue,3,93,miss,high
positive,140306_1402,8,10,blue,10,93,miss,high
positive,140306_1402,9,10,blue,4,93,miss,high
positive,140306_1501,2,1,yellow,1,46,hit,low
positive,140306_1501,3,1,yellow,2,46,hit,low
positive,140306_1501,4,1,yellow,2,46,hit,low
positive,140306_1501,5,1,yellow,7,46,hit,low
positive,140306_1501,6,1,yellow,6,46,hit,low
positive,140306_1501,7,1,yellow,2,46,hit,low
positive,140306_1501,8,1,yellow,2,46,hit,low
positive,140306_1501,2,2,blue,2,81,miss,low
positive,140306_1501,3,2,blue,2,81,miss,low
positive,140306_1501,4,2,blue,2,81,miss,low
positive,140306_1501,5,2,blue,4,81,miss,low
positive,140306_1501,6,2,blue,6,81,miss,low
positive,140306_1501,7,2,blue,3,81,miss,low
positive,140306_1501,8,2,blue,3,81,miss,low
positive,140306_1501,2,3,yellow,1,16,miss,low
positive,140306_1501,3,3,yellow,2,16,miss,low
positive,140306_1501,4,3,yellow,2,16,miss,low
positive,140306_1501,5,3,yellow,4,16,miss,low
positive,140306_1501,6,3,yellow,6,16,miss,low
positive,140306_1501,7,3,yellow,3,16,miss,low
positive,140306_1501,8,3,yellow,3,16,miss,low
positive,140306_1501,2,4,yellow,1,90,miss,low
positive,140306_1501,3,4,yellow,2,90,miss,low
positive,140306_1501,4,4,yellow,2,90,miss,low
positive,140306_1501,5,4,yellow,4,90,miss,low
positive,140306_1501,6,4,yellow,5,90,miss,low
positive,140306_1501,7,4,yellow,3,90,miss,low
positive,140306_1501,8,4,yellow,3,90,miss,low
positive,140306_1501,2,5,blue,1,72,hit,low
positive,140306_1501,3,5,blue,2,72,hit,low
positive,140306_1501,4,5,blue,2,72,hit,low
positive,140306_1501,5,5,blue,6,72,hit,low
positive,140306_1501,6,5,blue,5,72,hit,low
positive,140306_1501,7,5,blue,3,72,hit,low
positive,140306_1501,8,5,blue,3,72,hit,low
positive,140306_1501,2,6,blue,1,44,miss,low
positive,140306_1501,3,6,blue,2,44,miss,low
positive,140306_1501,4,6,blue,2,44,miss,low
positive,140306_1501,5,6,blue,3,44,miss,low
positive,140306_1501,6,6,blue,5,44,miss,low
positive,140306_1501,7,6,blue,4,44,miss,low
positive,140306_1501,8,6,blue,2,44,miss,low
positive,140306_1501,2,7,blue,3,66,hit,low
positive,140306_1501,3,7,blue,2,66,hit,low
positive,140306_1501,4,7,blue,2,66,hit,low
positive,140306_1501,5,7,blue,6,66,hit,low
positive,140306_1501,6,7,blue,5,66,hit,low
positive,140306_1501,7,7,blue,3,66,hit,low
positive,140306_1501,8,7,blue,2,66,hit,low
positive,140306_1501,2,8,blue,3,26,miss,low
positive,140306_1501,3,8,blue,2,26,miss,low
positive,140306_1501,4,8,blue,2,26,miss,low
positive,140306_1501,5,8,blue,3,26,miss,low
positive,140306_1501,6,8,blue,4,26,miss,low
positive,140306_1501,7,8,blue,3,26,miss,low
positive,140306_1501,8,8,blue,2,26,miss,low
positive,140306_1501,2,9,yellow,3,76,miss,low
positive,140306_1501,3,9,yellow,2,76,miss,low
positive,140306_1501,4,9,yellow,2,76,miss,low
positive,140306_1501,5,9,yellow,5,76,miss,low
positive,140306_1501,6,9,yellow,3,76,miss,low
positive,140306_1501,7,9,yellow,3,76,miss,low
positive,140306_1501,8,9,yellow,3,76,miss,low
positive,140306_1501,2,10,yellow,3,5,miss,low
positive,140306_1501,3,10,yellow,2,5,miss,low
positive,140306_1501,4,10,yellow,2,5,miss,low
positive,140306_1501,5,10,yellow,8,5,miss,low
positive,140306_1501,6,10,yellow,3,5,miss,low
positive,140306_1501,7,10,yellow,3,5,miss,low
positive,140306_1501,8,10,yellow,3,5,miss,low
positive,140306_1604,2,1,yellow,2,60,miss,low
positive,140306_1604,3,1,yellow,2,60,miss,low
positive,140306_1604,4,1,yellow,4,60,miss,low
positive,140306_1604,5,1,yellow,2,60,miss,low
positive,140306_1604,6,1,yellow,3,60,miss,low
positive,140306_1604,7,1,yellow,2,60,miss,low
positive,140306_1604,8,1,yellow,1,60,miss,low
positive,140306_1604,2,2,blue,2,83,miss,low
positive,140306_1604,3,2,blue,2,83,miss,low
positive,140306_1604,4,2,blue,3,83,miss,low
positive,140306_1604,5,2,blue,2,83,miss,low
positive,140306_1604,6,2,blue,3,83,miss,low
positive,140306_1604,7,2,blue,2,83,miss,low
positive,140306_1604,8,2,blue,1,83,miss,low
positive,140306_1604,2,3,yellow,2,95,miss,low
positive,140306_1604,3,3,yellow,2,95,miss,low
positive,140306_1604,4,3,yellow,3,95,miss,low
positive,140306_1604,5,3,yellow,1,95,miss,low
positive,140306_1604,6,3,yellow,3,95,miss,low
positive,140306_1604,7,3,yellow,2,95,miss,low
positive,140306_1604,8,3,yellow,1,95,miss,low
positive,140306_1604,2,4,blue,2,46,hit,low
positive,140306_1604,3,4,blue,2,46,hit,low
positive,140306_1604,4,4,blue,10,46,hit,low
positive,140306_1604,5,4,blue,1,46,hit,low
positive,140306_1604,6,4,blue,5,46,hit,low
positive,140306_1604,7,4,blue,1,46,hit,low
positive,140306_1604,8,4,blue,1,46,hit,low
positive,140306_1604,2,5,blue,2,53,miss,low
positive,140306_1604,3,5,blue,3,53,miss,low
positive,140306_1604,4,5,blue,2,53,miss,low
positive,140306_1604,5,5,blue,1,53,miss,low
positive,140306_1604,6,5,blue,5,53,miss,low
positive,140306_1604,7,5,blue,2,53,miss,low
positive,140306_1604,8,5,blue,1,53,miss,low
positive,140306_1604,2,6,yellow,2,43,miss,low
positive,140306_1604,3,6,yellow,2,43,miss,low
positive,140306_1604,4,6,yellow,6,43,miss,low
positive,140306_1604,5,6,yellow,1,43,miss,low
positive,140306_1604,6,6,yellow,3,43,miss,low
positive,140306_1604,7,6,yellow,2,43,miss,low
positive,140306_1604,8,6,yellow,1,43,miss,low
positive,140306_1604,2,7,blue,2,3,miss,low
positive,140306_1604,3,7,blue,2,3,miss,low
positive,140306_1604,4,7,blue,1,3,miss,low
positive,140306_1604,5,7,blue,1,3,miss,low
positive,140306_1604,6,7,blue,2,3,miss,low
positive,140306_1604,7,7,blue,1,3,miss,low
positive,140306_1604,8,7,blue,1,3,miss,low
positive,140306_1604,2,8,yellow,2,50,miss,low
positive,140306_1604,3,8,yellow,1,50,miss,low
positive,140306_1604,4,8,yellow,9,50,miss,low
positive,140306_1604,5,8,yellow,1,50,miss,low
positive,140306_1604,6,8,yellow,2,50,miss,low
positive,140306_1604,7,8,yellow,1,50,miss,low
positive,140306_1604,8,8,yellow,1,50,miss,low
positive,140306_1604,2,9,yellow,2,24,miss,low
positive,140306_1604,3,9,yellow,1,24,miss,low
positive,140306_1604,4,9,yellow,10,24,miss,low
positive,140306_1604,5,9,yellow,1,24,miss,low
positive,140306_1604,6,9,yellow,6,24,miss,low
positive,140306_1604,7,9,yellow,1,24,miss,low
positive,140306_1604,8,9,yellow,1,24,miss,low
positive,140306_1604,2,10,blue,2,94,miss,low
positive,140306_1604,3,10,blue,1,94,miss,low
positive,140306_1604,4,10,blue,10,94,miss,low
positive,140306_1604,5,10,blue,1,94,miss,low
positive,140306_1604,6,10,blue,2,94,miss,low
positive,140306_1604,7,10,blue,1,94,miss,low
positive,140306_1604,8,10,blue,1,94,miss,low
positive,140307_1050,2,1,yellow,3,95,miss,low
positive,140307_1050,3,1,yellow,2,95,miss,low
positive,140307_1050,4,1,yellow,4,95,miss,low
positive,140307_1050,5,1,yellow,10,95,miss,low
positive,140307_1050,6,1,yellow,3,95,miss,low
positive,140307_1050,7,1,yellow,4,95,miss,low
positive,140307_1050,8,1,yellow,2,95,miss,low
positive,140307_1050,9,1,yellow,1,95,miss,low
positive,140307_1050,2,2,blue,3,19,hit,low
positive,140307_1050,3,2,blue,2,19,hit,low
positive,140307_1050,4,2,blue,4,19,hit,low
positive,140307_1050,5,2,blue,10,19,hit,low
positive,140307_1050,6,2,blue,3,19,hit,low
positive,140307_1050,7,2,blue,8,19,hit,low
positive,140307_1050,8,2,blue,2,19,hit,low
positive,140307_1050,9,2,blue,1,19,hit,low
positive,140307_1050,2,3,yellow,4,35,miss,low
positive,140307_1050,3,3,yellow,2,35,miss,low
positive,140307_1050,4,3,yellow,3,35,miss,low
positive,140307_1050,5,3,yellow,10,35,miss,low
positive,140307_1050,6,3,yellow,2,35,miss,low
positive,140307_1050,7,3,yellow,8,35,miss,low
positive,140307_1050,8,3,yellow,2,35,miss,low
positive,140307_1050,9,3,yellow,2,35,miss,low
positive,140307_1050,2,4,blue,4,9,miss,low
positive,140307_1050,3,4,blue,2,9,miss,low
positive,140307_1050,4,4,blue,4,9,miss,low
positive,140307_1050,5,4,blue,10,9,miss,low
positive,140307_1050,6,4,blue,3,9,miss,low
positive,140307_1050,7,4,blue,7,9,miss,low
positive,140307_1050,8,4,blue,2,9,miss,low
positive,140307_1050,9,4,blue,4,9,miss,low
positive,140307_1050,2,5,yellow,4,50,miss,low
positive,140307_1050,3,5,yellow,2,50,miss,low
positive,140307_1050,4,5,yellow,5,50,miss,low
positive,140307_1050,5,5,yellow,10,50,miss,low
positive,140307_1050,6,5,yellow,3,50,miss,low
positive,140307_1050,7,5,yellow,8,50,miss,low
positive,140307_1050,8,5,yellow,2,50,miss,low
positive,140307_1050,9,5,yellow,3,50,miss,low
positive,140307_1050,2,6,yellow,4,49,miss,low
positive,140307_1050,3,6,yellow,2,49,miss,low
positive,140307_1050,4,6,yellow,3,49,miss,low
positive,140307_1050,5,6,yellow,10,49,miss,low
positive,140307_1050,6,6,yellow,3,49,miss,low
positive,140307_1050,7,6,yellow,10,49,miss,low
positive,140307_1050,8,6,yellow,2,49,miss,low
positive,140307_1050,9,6,yellow,3,49,miss,low
positive,140307_1050,2,7,blue,3,36,miss,low
positive,140307_1050,3,7,blue,2,36,miss,low
positive,140307_1050,4,7,blue,3,36,miss,low
positive,140307_1050,5,7,blue,10,36,miss,low
positive,140307_1050,6,7,blue,3,36,miss,low
positive,140307_1050,7,7,blue,9,36,miss,low
positive,140307_1050,8,7,blue,2,36,miss,low
positive,140307_1050,9,7,blue,5,36,miss,low
positive,140307_1050,2,8,blue,2,24,miss,low
positive,140307_1050,3,8,blue,2,24,miss,low
positive,140307_1050,4,8,blue,7,24,miss,low
positive,140307_1050,5,8,blue,10,24,miss,low
positive,140307_1050,6,8,blue,3,24,miss,low
positive,140307_1050,7,8,blue,8,24,miss,low
positive,140307_1050,8,8,blue,2,24,miss,low
positive,140307_1050,9,8,blue,6,24,miss,low
positive,140307_1050,2,9,yellow,1,33,miss,low
positive,140307_1050,3,9,yellow,2,33,miss,low
positive,140307_1050,4,9,yellow,5,33,miss,low
positive,140307_1050,5,9,yellow,10,33,miss,low
positive,140307_1050,6,9,yellow,4,33,miss,low
positive,140307_1050,7,9,yellow,3,33,miss,low
positive,140307_1050,8,9,yellow,2,33,miss,low
positive,140307_1050,9,9,yellow,4,33,miss,low
positive,140307_1050,2,10,blue,1,60,miss,low
positive,140307_1050,3,10,blue,2,60,miss,low
positive,140307_1050,4,10,blue,4,60,miss,low
positive,140307_1050,5,10,blue,10,60,miss,low
positive,140307_1050,6,10,blue,3,60,miss,low
positive,140307_1050,7,10,blue,9,60,miss,low
positive,140307_1050,8,10,blue,2,60,miss,low
positive,140307_1050,9,10,blue,8,60,miss,low
positive,140312_1030,2,1,blue,4,69,miss,low
positive,140312_1030,3,1,blue,1,69,miss,low
positive,140312_1030,4,1,blue,2,69,miss,low
positive,140312_1030,5,1,blue,4,69,miss,low
positive,140312_1030,6,1,blue,6,69,miss,low
positive,140312_1030,7,1,blue,10,69,miss,low
positive,140312_1030,8,1,blue,2,69,miss,low
positive,140312_1030,2,2,yellow,3,71,miss,low
positive,140312_1030,3,2,yellow,1,71,miss,low
positive,140312_1030,4,2,yellow,2,71,miss,low
positive,140312_1030,5,2,yellow,3,71,miss,low
positive,140312_1030,6,2,yellow,8,71,miss,low
positive,140312_1030,7,2,yellow,2,71,miss,low
positive,140312_1030,8,2,yellow,2,71,miss,low
positive,140312_1030,2,3,yellow,5,74,miss,low
positive,140312_1030,3,3,yellow,1,74,miss,low
positive,140312_1030,4,3,yellow,2,74,miss,low
positive,140312_1030,5,3,yellow,2,74,miss,low
positive,140312_1030,6,3,yellow,4,74,miss,low
positive,140312_1030,7,3,yellow,1,74,miss,low
positive,140312_1030,8,3,yellow,2,74,miss,low
positive,140312_1030,2,4,blue,3,65,miss,low
positive,140312_1030,3,4,blue,1,65,miss,low
positive,140312_1030,4,4,blue,2,65,miss,low
positive,140312_1030,5,4,blue,4,65,miss,low
positive,140312_1030,6,4,blue,10,65,miss,low
positive,140312_1030,7,4,blue,1,65,miss,low
positive,140312_1030,8,4,blue,2,65,miss,low
positive,140312_1030,2,5,yellow,3,6,miss,low
positive,140312_1030,3,5,yellow,1,6,miss,low
positive,140312_1030,4,5,yellow,2,6,miss,low
positive,140312_1030,5,5,yellow,7,6,miss,low
positive,140312_1030,6,5,yellow,10,6,miss,low
positive,140312_1030,7,5,yellow,1,6,miss,low
positive,140312_1030,8,5,yellow,2,6,miss,low
positive,140312_1030,2,6,blue,2,79,miss,low
positive,140312_1030,3,6,blue,1,79,miss,low
positive,140312_1030,4,6,blue,2,79,miss,low
positive,140312_1030,5,6,blue,3,79,miss,low
positive,140312_1030,6,6,blue,10,79,miss,low
positive,140312_1030,7,6,blue,1,79,miss,low
positive,140312_1030,8,6,blue,2,79,miss,low
positive,140312_1030,2,7,blue,2,86,hit,low
positive,140312_1030,3,7,blue,1,86,hit,low
positive,140312_1030,4,7,blue,1,86,hit,low
positive,140312_1030,5,7,blue,5,86,hit,low
positive,140312_1030,6,7,blue,1,86,hit,low
positive,140312_1030,7,7,blue,1,86,hit,low
positive,140312_1030,8,7,blue,2,86,hit,low
positive,140312_1030,2,8,yellow,3,56,miss,low
positive,140312_1030,3,8,yellow,1,56,miss,low
positive,140312_1030,4,8,yellow,1,56,miss,low
positive,140312_1030,5,8,yellow,1,56,miss,low
positive,140312_1030,6,8,yellow,1,56,miss,low
positive,140312_1030,7,8,yellow,5,56,miss,low
positive,140312_1030,8,8,yellow,2,56,miss,low
positive,140312_1030,2,9,blue,2,22,miss,low
positive,140312_1030,3,9,blue,1,22,miss,low
positive,140312_1030,4,9,blue,1,22,miss,low
positive,140312_1030,5,9,blue,3,22,miss,low
positive,140312_1030,6,9,blue,9,22,miss,low
positive,140312_1030,7,9,blue,3,22,miss,low
positive,140312_1030,8,9,blue,2,22,miss,low
positive,140312_1030,2,10,yellow,5,8,miss,low
positive,140312_1030,3,10,yellow,1,8,miss,low
positive,140312_1030,4,10,yellow,1,8,miss,low
positive,140312_1030,5,10,yellow,1,8,miss,low
positive,140312_1030,6,10,yellow,10,8,miss,low
positive,140312_1030,7,10,yellow,7,8,miss,low
positive,140312_1030,8,10,yellow,2,8,miss,low
positive,140312_1256,2,1,yellow,7,25,miss,low
positive,140312_1256,3,1,yellow,2,25,miss,low
positive,140312_1256,4,1,yellow,3,25,miss,low
positive,140312_1256,5,1,yellow,5,25,miss,low
positive,140312_1256,6,1,yellow,5,25,miss,low
positive,140312_1256,7,1,yellow,3,25,miss,low
positive,140312_1256,8,1,yellow,3,25,miss,low
positive,140312_1256,2,2,blue,7,86,hit,low
positive,140312_1256,3,2,blue,2,86,hit,low
positive,140312_1256,4,2,blue,1,86,hit,low
positive,140312_1256,5,2,blue,3,86,hit,low
positive,140312_1256,6,2,blue,6,86,hit,low
positive,140312_1256,7,2,blue,3,86,hit,low
positive,140312_1256,8,2,blue,2,86,hit,low
positive,140312_1256,2,3,yellow,3,88,miss,low
positive,140312_1256,3,3,yellow,2,88,miss,low
positive,140312_1256,4,3,yellow,3,88,miss,low
positive,140312_1256,5,3,yellow,7,88,miss,low
positive,140312_1256,6,3,yellow,5,88,miss,low
positive,140312_1256,7,3,yellow,3,88,miss,low
positive,140312_1256,8,3,yellow,3,88,miss,low
positive,140312_1256,2,4,blue,9,39,miss,low
positive,140312_1256,3,4,blue,2,39,miss,low
positive,140312_1256,4,4,blue,3,39,miss,low
positive,140312_1256,5,4,blue,2,39,miss,low
positive,140312_1256,6,4,blue,6,39,miss,low
positive,140312_1256,7,4,blue,3,39,miss,low
positive,140312_1256,8,4,blue,4,39,miss,low
positive,140312_1256,2,5,yellow,3,68,miss,low
positive,140312_1256,3,5,yellow,2,68,miss,low
positive,140312_1256,4,5,yellow,1,68,miss,low
positive,140312_1256,5,5,yellow,3,68,miss,low
positive,140312_1256,6,5,yellow,6,68,miss,low
positive,140312_1256,7,5,yellow,3,68,miss,low
positive,140312_1256,8,5,yellow,3,68,miss,low
positive,140312_1256,2,6,yellow,9,6,miss,low
positive,140312_1256,3,6,yellow,2,6,miss,low
positive,140312_1256,4,6,yellow,1,6,miss,low
positive,140312_1256,5,6,yellow,8,6,miss,low
positive,140312_1256,6,6,yellow,5,6,miss,low
positive,140312_1256,7,6,yellow,3,6,miss,low
positive,140312_1256,8,6,yellow,4,6,miss,low
positive,140312_1256,2,7,blue,8,82,miss,low
positive,140312_1256,3,7,blue,2,82,miss,low
positive,140312_1256,4,7,blue,1,82,miss,low
positive,140312_1256,5,7,blue,3,82,miss,low
positive,140312_1256,6,7,blue,5,82,miss,low
positive,140312_1256,7,7,blue,3,82,miss,low
positive,140312_1256,8,7,blue,5,82,miss,low
positive,140312_1256,2,8,blue,9,59,miss,low
positive,140312_1256,3,8,blue,2,59,miss,low
positive,140312_1256,4,8,blue,1,59,miss,low
positive,140312_1256,5,8,blue,9,59,miss,low
positive,140312_1256,6,8,blue,5,59,miss,low
positive,140312_1256,7,8,blue,3,59,miss,low
positive,140312_1256,8,8,blue,5,59,miss,low
positive,140312_1256,2,9,yellow,2,21,miss,low
positive,140312_1256,3,9,yellow,2,21,miss,low
positive,140312_1256,4,9,yellow,1,21,miss,low
positive,140312_1256,5,9,yellow,7,21,miss,low
positive,140312_1256,6,9,yellow,3,21,miss,low
positive,140312_1256,7,9,yellow,3,21,miss,low
positive,140312_1256,8,9,yellow,4,21,miss,low
positive,140312_1256,2,10,blue,2,23,miss,low
positive,140312_1256,3,10,blue,3,23,miss,low
positive,140312_1256,4,10,blue,1,23,miss,low
positive,140312_1256,5,10,blue,4,23,miss,low
positive,140312_1256,6,10,blue,5,23,miss,low
positive,140312_1256,7,10,blue,3,23,miss,low
positive,140312_1256,8,10,blue,5,23,miss,low
positive,140312_1423,2,1,blue,1,64,hit,low
positive,140312_1423,3,1,blue,2,64,hit,low
positive,140312_1423,4,1,blue,3,64,hit,low
positive,140312_1423,5,1,blue,3,64,hit,low
positive,140312_1423,6,1,blue,6,64,hit,low
positive,140312_1423,7,1,blue,4,64,hit,low
positive,140312_1423,8,1,blue,5,64,hit,low
positive,140312_1423,2,2,blue,1,49,miss,low
positive,140312_1423,3,2,blue,2,49,miss,low
positive,140312_1423,4,2,blue,3,49,miss,low
positive,140312_1423,5,2,blue,4,49,miss,low
positive,140312_1423,6,2,blue,5,49,miss,low
positive,140312_1423,7,2,blue,4,49,miss,low
positive,140312_1423,8,2,blue,3,49,miss,low
positive,140312_1423,2,3,yellow,1,94,miss,low
positive,140312_1423,3,3,yellow,2,94,miss,low
positive,140312_1423,4,3,yellow,4,94,miss,low
positive,140312_1423,5,3,yellow,3,94,miss,low
positive,140312_1423,6,3,yellow,5,94,miss,low
positive,140312_1423,7,3,yellow,4,94,miss,low
positive,140312_1423,8,3,yellow,6,94,miss,low
positive,140312_1423,2,4,yellow,10,14,miss,low
positive,140312_1423,3,4,yellow,2,14,miss,low
positive,140312_1423,4,4,yellow,4,14,miss,low
positive,140312_1423,5,4,yellow,8,14,miss,low
positive,140312_1423,6,4,yellow,5,14,miss,low
positive,140312_1423,7,4,yellow,4,14,miss,low
positive,140312_1423,8,4,yellow,1,14,miss,low
positive,140312_1423,2,5,blue,1,33,miss,low
positive,140312_1423,3,5,blue,2,33,miss,low
positive,140312_1423,4,5,blue,4,33,miss,low
positive,140312_1423,5,5,blue,4,33,miss,low
positive,140312_1423,6,5,blue,5,33,miss,low
positive,140312_1423,7,5,blue,4,33,miss,low
positive,140312_1423,8,5,blue,3,33,miss,low
positive,140312_1423,2,6,yellow,2,76,miss,low
positive,140312_1423,3,6,yellow,2,76,miss,low
positive,140312_1423,4,6,yellow,5,76,miss,low
positive,140312_1423,5,6,yellow,1,76,miss,low
positive,140312_1423,6,6,yellow,5,76,miss,low
positive,140312_1423,7,6,yellow,4,76,miss,low
positive,140312_1423,8,6,yellow,2,76,miss,low
positive,140312_1423,2,7,blue,1,30,miss,low
positive,140312_1423,3,7,blue,2,30,miss,low
positive,140312_1423,4,7,blue,5,30,miss,low
positive,140312_1423,5,7,blue,2,30,miss,low
positive,140312_1423,6,7,blue,5,30,miss,low
positive,140312_1423,7,7,blue,4,30,miss,low
positive,140312_1423,8,7,blue,2,30,miss,low
positive,140312_1423,2,8,yellow,1,79,miss,low
positive,140312_1423,3,8,yellow,2,79,miss,low
positive,140312_1423,4,8,yellow,5,79,miss,low
positive,140312_1423,5,8,yellow,2,79,miss,low
positive,140312_1423,6,8,yellow,5,79,miss,low
positive,140312_1423,7,8,yellow,4,79,miss,low
positive,140312_1423,8,8,yellow,3,79,miss,low
positive,140312_1423,2,9,yellow,1,70,hit,low
positive,140312_1423,3,9,yellow,2,70,hit,low
positive,140312_1423,4,9,yellow,5,70,hit,low
positive,140312_1423,5,9,yellow,1,70,hit,low
positive,140312_1423,6,9,yellow,5,70,hit,low
positive,140312_1423,7,9,yellow,4,70,hit,low
positive,140312_1423,8,9,yellow,2,70,hit,low
positive,140312_1423,2,10,blue,1,82,miss,low
positive,140312_1423,3,10,blue,2,82,miss,low
positive,140312_1423,4,10,blue,3,82,miss,low
positive,140312_1423,5,10,blue,2,82,miss,low
positive,140312_1423,6,10,blue,6,82,miss,low
positive,140312_1423,7,10,blue,4,82,miss,low
positive,140312_1423,8,10,blue,1,82,miss,low
positive,140321_0933,2,1,blue,3,20,miss,high
positive,140321_0933,3,1,blue,3,20,miss,high
positive,140321_0933,4,1,blue,6,20,miss,high
positive,140321_0933,5,1,blue,2,20,miss,high
positive,140321_0933,6,1,blue,5,20,miss,high
